有一点儿	有一点儿 abit
查看	查看 gothrough watchover
翻阅	翻阅 gothrough
睡觉	睡觉 gotobed sleep slept
上学	上学 gotoschool
上涨	上涨 goup
上楼	上楼 goupstairs
统治	统治 govern rule
管理	管理 govern manage
政府	政府 government state
总督	总督 governor
变白	变白 gowhite
急抓	急抓 grab
体面	体面 grace
文雅	文雅 grace
等级	等级 grade
学年	学年 grade
毕业	毕业 graduation
谷类	谷类 grain
谷粒	谷粒 grain
语法	语法 grammar
孙女	孙女 granddaughter
祖父	祖父 grandfather
奶奶	奶奶 grandma
外婆	外婆 grandma
祖母	祖母 grandmother granny
爷爷	爷爷 grandpa
外公	外公 grandpa
孙子	孙子 grandson
外孙	外孙 grandson
假定	假定 grant suppose suppose
葡萄	葡萄 grape
掌握	掌握 grasp handle master
草地	草地 grass grassland meadow
牧草	牧草 grass
草原	草原 grassland
重力	重力 gravity
灰色	灰色 gray
伟大	伟大 greatness
巨大	巨大 greatness
希腊	希腊 Greece
贪心	贪心 greed
贪婪	贪婪 greed
青的	青的 green
绿色	绿色 green
问候	问候 greet greeting regards
致敬	致敬 greet greeting salute
杂货	杂货 grocery
土地	土地 ground land soil
小组	小组 group
团体	团体 group
生长	生长 grow grow
发育	发育 grow
种植	种植 grow plant
成年	成年 growup
成长	成长 growup
长大	长大 growup
哨兵	哨兵 guard
警戒	警戒 guard lookout
客人	客人 guest
指南	指南 guide
向导	向导 guide
眉题	眉题 guideword
吉他	吉他 guitar
鸿沟	鸿沟 gulf
火药	火药 gunpowder
体操	体操 gym gymnastics
习性	习性 habit
最好	最好 hadbetter
头发	头发 hair
理发	理发 haircut
一半	一半 half
会堂	会堂 hall
大厅	大厅 hall
礼堂	礼堂 hall
火腿	火腿 ham
铁锤	铁锤 hammer
锤打	锤打 hammer
指针	指针 hand
传递	传递 hand pass
交给	交给 hand
一把	一把 handful
少数	少数 handful minority
交上	交上 handin
递交	递交 handin
交纳	交纳 handin
并进	并进 handinhand
联合	联合 handinhand join union unite
手帕	手帕 handkerchief
手绢	手绢 handkerchief
散发	散发 handout
握手	握手 handshake shakehands
倒立	倒立 handstand
书法	书法 handwriting
笔迹	笔迹 handwriting
吊着	吊着 hang
悬挂	悬挂 hang
绞死	绞死 hanged
吊死	吊死 hanged
碰巧	碰巧 happen
幸福	幸福 happiness happy
硬的	硬的 hard solid
硬座	硬座 hardseat
野兔	野兔 hare
哈柏	哈柏 Harper
孵出	孵出 hatch
孵卵	孵卵 hatch
斧头	斧头 hatchet
憎恨	憎恨 hate
不愿	不愿 hate
举行	举行 haveamatch held hold
开会	开会 haveameeting
休息	休息 havearest relaxation rest take
考查	考查 haveatest test
散步	散步 haveawalk walk
上课	上课 haveclasses havelessons
必须	必须 havegotto haveto must
戴着	戴着 haveon havesthon
有事	有事 haveon
干草	干草 hay
头部	头部 head
头痛	头痛 headache
出发	出发 headfor setoff setout start
标题	标题 headline title
校长	校长 headmaster schoolmaster
健康	健康 health
卫生	卫生 health
听见	听见 hear
听说	听说 hear hearabout hearof learn
得知	得知 hear
听力	听力 hearing
心脏	心脏 heart
天国	天国 heaven
天堂	天堂 heaven
天空	天空 heaven sky
重的	重的 heavy
黑体	黑体 heavytype
铅字	铅字 heavytype type
高度	高度 height
握住	握住 held hold takeholdof
帮忙	帮忙 help
自取	自取 helponeselfto
母鸡	母鸡 hen
亨利	亨利 Henry
她的	她的 her hers
这儿	这儿 here
这里	这里 here
处处	处处 hereandthere
给你	给你 Hereyouare
英雄	英雄 hero
勇士	勇士 hero
踌躇	踌躇 hesitate
犹豫	犹豫 hesitate
冬眠	冬眠 hibernate hibernation
隐藏	隐藏 hid hidden hide
高的	高的 high tall
高楼	高楼 highriseblock
大厦	大厦 highriseblock
公路	公路 highway road
大路	大路 highway
小山	小山 hill
希尔	希尔 Hill
山腰	山腰 hillside
山坡	山坡 hillside
租用	租用 hire
他的	他的 his
历史	历史 history
击中	击中 hit
想出	想出 hiton thinkof
蜂房	蜂房 hive
怀有	怀有 hold
持有	持有 hold
抑制	抑制 hold
阻止	阻止 holdback prevent stop
昂首	昂首 holdone'sheadhigh
坚持	坚持 holdout insist insiston perseverance stickto
支持	支持 holdout support
伸出	伸出 holdout stick
举起	举起 holdup lift putup raise
停顿	停顿 holdup pause
假日	假日 holiday
假期	假期 holiday vacation
节日	节日 holiday
到家	到家 home
祖国	祖国 homeland motherland
故乡	故乡 hometown
家乡	家乡 hometown
蜂蜜	蜂蜜 honey
蜂窝	蜂窝 honeycomb
甘汁	甘汁 honeydew
蜜露	蜜露 honeydew
荣誉	荣誉 honor
尊敬	尊敬 honor respect
敬意	敬意 honor
跳过	跳过 hop skip
希望	希望 hope wish
喇叭	喇叭 horn
恐怖	恐怖 horror
马背	马背 horseback
赛马	赛马 horserace race
医院	医院 hospital
主人	主人 host master
热的	热的 hot
热狗	热狗 hotdog
旅馆	旅馆 hotel
饭店	饭店 hotel
温泉	温泉 hotspring
小时	小时 hour kph
房子	房子 house
住房	住房 housing
怎样	怎样 how
如何	如何 how
多少	多少 how howmany howmuch
多么	多么 how what
不过	不过 however just nomorethan
多远	多远 howfar
嚎叫	嚎叫 howl
嚎哭	嚎哭 howl
多久	多久 howlong
几岁	几岁 howold
紧抱	紧抱 hug
抱住	抱住 hug
人的	人的 human
人性	人性 humannature
人权	人权 humanright
幽默	幽默 humour
驼峰	驼峰 hump
饥饿	饥饿 hunger starvation
追猎	追猎 hunt
猎取	猎取 hunt
追赶	追赶 hunt
打猎	打猎 hunt hunting
猎人	猎人 hunter
亨特	亨特 Hunter
飓风	飓风 hurricane
赶紧	赶紧 hurry hurryup
匆忙	匆忙 hurry inahurry
快点	快点 hurry hurryup
受伤	受伤 hurt
丈夫	丈夫 husband
棚屋	棚屋 hut
茅屋	茅屋 hut
冰山	冰山 iceberg
主意	主意 idea
意见	意见 idea mind opinion
打算	打算 idea intend setout
想法	想法 idea mind mind thinking thought
念头	念头 idea
思想	思想 idea mind
成语	成语 idiom
白痴	白痴 idiot
如果	如果 if
假使	假使 if
是否	是否 if whether
生病	生病 ill
虐待	虐待 illtreat
想象	想象 imagination imagine
设想	设想 imagine
立即	立即 immediately
重要	重要 importance
重大	重大 importance
显要	显要 importance
印象	印象 impress
改善	改善 improve
提高	提高 improve raise
改进	改进 improve
更新	更新 improve
在家	在家 in
在内	在内 in
向内	向内 in into
穿戴	穿戴 in
英寸	英寸 inch
渐进	渐进 inch
掌管	掌管 inchargeof takecharge
负责	负责 inchargeof takecharge
插曲	插曲 incident
事变	事变 incident
所得	所得 income
收入	收入 income
共同	共同 incommon
共用	共用 incommon
增长	增长 increase rise
繁殖	繁殖 increase
负债	负债 indebt
欠帐	欠帐 indebt
确实	确实 indeed really surely
实在	实在 indeed
的确	的确 indeed
独立	独立 independence
印度	印度 India
工业	工业 industry
产业	产业 industry
告诉	告诉 inform tell told
情报	情报 information
信息	信息 information message
墨水	墨水 ink
现代	现代 inmoderntimes
近代	近代 inmoderntimes
客栈	客栈 inn
整齐	整齐 inorder order
以便	以便 inorderthat inorderto soasto sothat
为了	为了 inorderthat inorderto
称赞	称赞 inpraiseof
歌颂	歌颂 inpraiseof
当众	当众 inpublic
追求	追求 insearchof
昆虫	昆虫 insect
插入	插入 insert
内部	内部 inside
里面	里面 inside
主张	主张 insist
视察	视察 inspect inspection
检阅	检阅 inspection
警官	警官 inspector
鼓舞	鼓舞 inspiration inspire
激励	激励 inspire urge
不管	不管 inspiteof nomatter
不顾	不顾 inspiteof
瞬间	瞬间 instant minute moment
即时	即时 instant
代替	代替 instead insteadof standfor taketheplaceof
顶替	顶替 instead
学会	学会 institute learn
协会	协会 institute
学校	学校 institution school
指示	指示 instruct
须知	须知 instruction
乐器	乐器 instrument musicalinstrument
器具	器具 instrument tool
想要	想要 intend want wish
兴趣	兴趣 interest
趣味	趣味 interest
采访	采访 interview
领先	领先 inthelead lead
从前	从前 inthepast once onceuponatime
及时	及时 intime
到内	到内 into
到里	到里 into
变成	变成 into turinto turninto
介绍	介绍 introduce introduction
引进	引进 introduction
依次	依次 inturn takeone'sturn
发明	发明 invent invention
请帖	请帖 invitation
邀请	邀请 invitation invite
招待	招待 invite serve
熨斗	熨斗 iron
灌溉	灌溉 irrigate irrigation water
岛民	岛民 islander
小岛	小岛 isle
它的	它的 its
杰克	杰克 Jack
果酱	果酱 jam
一月	一月 January
正月	正月 January
日本	日本 Japan
坛子	坛子 jar
罐子	罐子 jar
下巴	下巴 jaw
妒忌	妒忌 jealous
詹妮	詹妮 Jenny
喷射	喷射 jet
宝石	宝石 jewel
珠宝	珠宝 jewellery jewelry
吉姆	吉姆 Jim
工作	工作 job task work
约翰	约翰 John
参军	参军 jointhearmy
笑话	笑话 joke
记者	记者 journalist reporter
旅行	旅行 journey tour travel trip
旅程	旅程 journey trip
路程	路程 journey path
欢乐	欢乐 joy merry
乐趣	乐趣 joy
判断	判断 judge
判决	判决 judge judgement sentence
裁判	裁判 judge judgement
法官	法官 judge
审判	审判 judgement trial try
大壶	大壶 jug
七月	七月 July
跳离	跳离 jumpoff
六月	六月 June
丛林	丛林 jungle
密林	密林 jungle
旧货	旧货 junk secondhand
正好	正好 just right
恰好	恰好 just
正义	正义 justice
公道	公道 justice
凯特	凯特 Kate
凯茜	凯茜 Kathy
保存	保存 keep save
保持	保持 keep keepup remain
留住	留住 keep
保留	保留 keepback
留下	留下 keepback
让开	让开 keepoff
反复	反复 keepon overandover
维持	维持 keepup support
跟上	跟上 keepupwith
守望	守望 keepwatch lookout onwatch
值班	值班 keepwatch onwatch
放哨	放哨 keepwatch
肯特	肯特 Kent
煤油	煤油 kerosene
钥匙	钥匙 key
键盘	键盘 keyboard
踢脱	踢脱 kickoff
诱拐	诱拐 kidnap
绑架	绑架 kidnap
杀死	杀死 kill
弄死	弄死 kill
公斤	公斤 kilo
千克	千克 kilo
公里	公里 kilo kilometre kilometer
千米	千米 kilo kilometre kilometer kph squarekilometres
种类	种类 kind nature sort species variety
国王	国王 king
王国	王国 kingdom
接吻	接吻 kiss
厨房	厨房 kitchen
灶间	灶间 kitchen
风筝	风筝 kite
膝盖	膝盖 knee
腿部	腿部 knee
跪着	跪着 kneel
跪下	跪下 kneel
懂得	懂得 knew know known understand
知道	知道 knew know known
小刀	小刀 knife
相撞	相撞 knock
碰撞	碰撞 knock
敲门	敲门 knockat
敲窗	敲窗 knockat
知识	知识 knowledge
学问	学问 knowledge
考拉	考拉 koala
劳动	劳动 labor labour work
缺少	缺少 lack shortage
少年	少年 lad
梯子	梯子 ladder
女士	女士 lady madam Madame miss Ms
夫人	夫人 lady madam Madame Mrs
小姐	小姐 lady miss
下蛋	下蛋 laid lay
产卵	产卵 laid lay
平放	平放 lain lay lie
羔羊	羔羊 lamb
跛的	跛的 lame
瘸的	瘸的 lame
油灯	油灯 lamp
陆地	陆地 land
登陆	登陆 land
地主	地主 landowner
语言	语言 language tongue
提灯	提灯 lantern
灯笼	灯笼 lantern
舔食	舔食 lap suck
持续	持续 last
耐久	耐久 last
去年	去年 lastyear
晚点	晚点 late
最近	最近 lately
大笑	大笑 laugh
嘲笑	嘲笑 laugh laughat
笑声	笑声 laughter
法律	法律 law
法令	法令 law
法典	法典 lawbook
律师	律师 lawyer
领导	领导 lead
首位	首位 lead
领袖	领袖 leader
导致	导致 leadto
导向	导向 leadto
叶子	叶子 leaf
联盟	联盟 league union
团员	团员 Leaguemember
漏洞	漏洞 leak
漏隙	漏隙 leak
倾斜	倾斜 lean slant
记住	记住 learbyheart memorize
背诵	背诵 learbyheart recite
学习	学习 learn study
获悉	获悉 learn
最小	最小 least
最少	最少 least
剩下	剩下 leave remain
离去	离去 leave moveaway
讲课	讲课 lecture
演讲	演讲 lecture speech talk
左边	左边 left
向左	向左 left
长度	长度 length
列宁	列宁 Lenin
功课	功课 lesson
教训	教训 lesson
不到	不到 lessthan notuntil
少于	少于 lessthan
放出	放出 letout sendout
泄露	泄露 letout
字母	字母 letter
莴苣	莴苣 lettuce
水平	水平 level
标准	标准 level standard
解放	解放 liberate liberation
舔吃	舔吃 lick
平躺	平躺 lie
位于	位于 lie
说谎	说谎 lie telllies
谎话	谎话 lie
躺下	躺下 liedown
生命	生命 life
一生	一生 life lifetime
生活	生活 life live living
终身	终身 lifetime
抬起	抬起 lift putup
电梯	电梯 lift
轻的	轻的 light
点燃	点燃 light
照亮	照亮 light
点着	点着 light
闪电	闪电 lightning
喜爱	喜爱 like
限度	限度 limit
限制	限制 limit limit
蹒跚	蹒跚 limp
林肯	林肯 Lincoln
林达	林达 Linda
排队	排队 line
台词	台词 line
联系	联系 link relation
狮子	狮子 lion
嘴唇	嘴唇 lip
目录	目录 list
名单	名单 list
倾听	倾听 listen
公升	公升 litre liter
小的	小的 little small
少的	少的 little small
居住	居住 live
活的	活的 live living
实况	实况 live
现场	现场 live
装载	装载 load
锁住	锁住 lock
锁上	锁上 lock
蝗虫	蝗虫 locust
木头	木头 log wood
伦敦	伦敦 London
长久	长久 long
观看	观看 look lookat watch
照看	照看 lookafter
回顾	回顾 lookbackupon
期待	期待 lookforwardto
调查	调查 lookinto research
仰望	仰望 lookup
松的	松的 loose
贵族	贵族 lord noble nobleman
卡车	卡车 lorry truck
失去	失去 lose
丢失	丢失 lose lost
丧失	丧失 lose loss
灰心	灰心 loseheart
气馁	气馁 loseheart
牺牲	牺牲 loseone'slife
失音	失音 loseone'svoice
减肥	减肥 loseweight
损耗	损耗 loss
迷失	迷失 lost
迷途	迷途 lost
热爱	热爱 love
放下	放下 lower
好运	好运 luck
隆起	隆起 lump
肿块	肿块 lump
午餐	午餐 lunch
肺脏	肺脏 lung
机器	机器 machine machinery
机构	机构 machinery
太太	太太 madam Madame
制造	制造 made make produce
使得	使得 made make
杂志	杂志 magazine
女仆	女仆 maid
少女	少女 maid
处女	处女 maid
侍女	侍女 maid
邮政	邮政 mail post
邮件	邮件 mail
邮递	邮递 mail
邮筒	邮筒 mailbox
邮箱	邮箱 mailbox
邮车	邮车 mailcoach
崇高	崇高 majesty
尊严	尊严 majesty
君主	君主 majesty
制作	制作 make production shape
度日	度日 makealiving
吵闹	吵闹 makeanoise
允诺	允诺 makeapromise promise will
往返	往返 makearoundtrip
取笑	取笑 makefunof
成功	成功 makeone'smark succeed succeedin success
出名	出名 makeone'smark
立论	立论 makeone'spoint
务必	务必 makesure
务请	务请 makesure
确保	确保 makesureof
组成	组成 makeup
编出	编出 makeup
弥补	弥补 makeupfor
利用	利用 makeuseof use
男人	男人 man
人类	人类 man mankind
设法	设法 manage
经营	经营 manage manage
办理	办理 manage
经理	经理 manager
宣言	宣言 manifesto
方式	方式 manner
举止	举止 manner
礼貌	礼貌 manners
三月	三月 march
进军	进军 march
栏外	栏外 margin
标明	标明 mark
痕迹	痕迹 mark trail
污点	污点 mark
记号	记号 mark sign
商标	商标 mark
分数	分数 mark
市场	市场 market marketplace
售市	售市 market
侯爵	侯爵 marquis
婚姻	婚姻 marriage
马丁	马丁 Martin
玛丽	玛丽 Mary
众多	众多 mass
精通	精通 master
杰作	杰作 masterpiece
名著	名著 masterpiece
火柴	火柴 match
相配	相配 match
成对	成对 match
大副	大副 mate
原料	原料 material
材料	材料 material
数学	数学 mathematics maths
问题	问题 matter problem question subject trouble
物质	物质 matter substance
